Subject / Topic,Complexity (1-10),Relevance (1-10),Study Time (mins),Learning Method,Stress Level,Sleep Hours,Recall Score (1hr),Recall Score (1day),Recall Score (1week),Days Since Learning,Forgetfulness Probability (%)
Zero-Gravity Engineering - Lab,4,6,63,Video,3,8.4,10.0,10.0,8.8,17,13.7
Political Philosophy - Workshop,7,9,103,Video,10,6.5,10.0,9.4,8.8,7,9.1
Behavioral Economics - Intro,9,7,119,Audio,7,7.5,10.0,10.0,9.1,14,6.0
Neural Networks - Applications,6,7,90,Audio,7,6.8,10.0,10.0,8.3,19,14.4
Zero-Gravity Engineering - Lab,6,9,91,Text,5,6.9,10.0,10.0,9.5,30,5.1
Financial Markets - Theory,9,5,124,Practical,2,8.9,10.0,10.0,8.7,13,5.0
Mathematical Music Theory - Advanced,5,6,85,Text,7,6.9,10.0,10.0,9.2,29,1.7
Neural Networks - Concepts,3,5,61,Text,3,9.0,10.0,10.0,9.3,9,9.1
Synthetic Biology - Concepts,4,7,75,Video,7,7.7,10.0,9.8,8.9,15,10.4
Ethical Hacking - Intro,3,9,59,Video,5,8.3,10.0,10.0,9.5,25,0.1
Geospatial Analysis - Lab,9,8,121,Text,6,7.0,10.0,9.7,8.9,13,11.3
Agile Methodologies - Intro,9,8,120,Text,10,6.9,10.0,9.4,8.1,30,15.6
Astrophysics - Workshop,3,5,54,Video,3,8.3,10.0,9.3,7.9,24,22.8
Extraterrestrial Agriculture - Lab,4,5,77,Practical,4,8.7,10.0,9.8,9.1,26,9.7
Visual Perception - Lab,4,5,70,Text,4,8.7,10.0,9.7,8.8,26,11.0
Epidemiology - Intro,5,7,87,Text,3,7.8,10.0,10.0,8.9,29,5.4
Visual Perception - Workshop,7,7,102,Practical,8,6.6,10.0,10.0,8.8,28,7.9
Moral Philosophy - Advanced,4,9,72,Video,7,8.1,10.0,10.0,8.6,21,10.5
Behavioral Economics - Applications,3,7,64,Video,6,7.0,10.0,9.5,8.6,28,8.2
Evolutionary Biology - Intro,9,9,121,Video,7,7.7,10.0,10.0,9.0,28,10.3
Financial Markets - Applications,5,9,76,Video,3,8.1,10.0,10.0,9.4,18,7.3
Photosynthesis - Advanced,6,5,89,Practical,6,8.3,10.0,9.7,8.9,15,16.4
Climate Modeling - Lab,9,8,125,Text,10,6.4,10.0,9.8,8.9,21,10.4
Compiler Design - Intro,5,5,83,Video,1,9.0,10.0,10.0,9.2,19,8.2
Political Philosophy - Concepts,4,7,65,Text,2,9.0,10.0,10.0,8.8,17,8.1
Pharmacology - Advanced,9,6,121,Video,6,8.5,10.0,9.1,7.5,26,23.8
Remote Sensing - Lab,8,7,105,Text,4,8.2,10.0,10.0,9.3,21,8.9
Neural Networks - Intro,4,8,70,Video,5,8.3,10.0,10.0,9.1,24,8.5
Syntax and Semantics - Theory,7,7,105,Audio,7,7.4,10.0,10.0,9.0,8,21.0
Political Philosophy - Advanced,5,8,77,Audio,7,8.3,10.0,10.0,8.5,18,10.6
Logic Circuits - Concepts,4,6,69,Practical,6,8.4,10.0,9.8,8.9,10,2.6
Syntax and Semantics - Theory,3,6,55,Practical,4,8.4,10.0,10.0,9.0,16,5.8
Political Philosophy - Workshop,3,9,63,Video,8,7.4,10.0,10.0,9.0,15,17.8
Evolutionary Biology - Intro,5,7,80,Video,2,9.0,10.0,10.0,8.7,20,20.1
Epidemiology - Concepts,9,9,116,Text,6,7.4,10.0,10.0,8.7,22,11.4
Quantum Theology - Intro,7,5,102,Text,6,7.6,10.0,9.8,8.9,7,11.4
Phonetics - Applications,8,5,109,Text,4,8.8,10.0,10.0,9.2,18,13.3
Educational Psychology - Advanced,5,5,82,Practical,4,7.6,10.0,10.0,8.8,8,18.0
Climate Modeling - Intro,7,5,95,Practical,6,8.0,10.0,9.1,7.7,21,11.9
Forensic Science - Intro,3,5,58,Video,2,9.0,10.0,10.0,9.5,29,6.6
Geospatial Analysis - Lab,4,7,70,Video,4,7.9,10.0,10.0,9.1,20,16.5
Internet of Things - Concepts,6,9,93,Audio,6,8.3,10.0,10.0,9.0,17,12.2
Cellular Automata - Theory,4,9,65,Video,8,7.3,10.0,9.8,9.4,29,0.0
Behavioral Economics - Intro,3,8,60,Video,6,7.4,10.0,10.0,9.2,7,18.9
Molecular Biology - Applications,8,5,114,Video,8,6.4,10.0,10.0,9.0,22,13.5
Ethical Hacking - Applications,9,6,120,Text,7,7.2,10.0,9.7,9.0,30,2.8
Artificial Consciousness - Theory,3,8,58,Practical,5,7.5,10.0,10.0,9.4,13,3.3
UX Design - Workshop,4,8,67,Video,8,6.9,10.0,9.6,8.5,19,18.7
Quantum Computing - Advanced,4,7,67,Practical,3,8.4,10.0,9.9,8.8,8,10.0
Cognitive Robotics - Applications,8,8,111,Video,10,7.1,10.0,10.0,9.2,23,14.9
Relativity Theory - Applications,8,6,100,Practical,7,6.7,10.0,9.7,8.6,24,18.5
Forensic Science - Theory,3,9,57,Video,6,7.2,10.0,9.8,9.5,29,7.4
Quantum Theology - Theory,4,8,72,Practical,4,8.1,10.0,10.0,8.8,20,7.8
Antimatter - Advanced,9,7,123,Practical,10,7.8,10.0,9.7,8.3,10,18.7
Nanorobotics - Advanced,6,5,85,Text,7,6.6,10.0,10.0,8.6,12,24.8
Behavioral Neuroscience - Applications,6,6,86,Text,3,7.6,10.0,9.5,8.5,22,18.4
Financial Markets - Concepts,5,5,80,Practical,5,8.6,10.0,9.9,8.6,27,17.7
Speech Recognition - Applications,6,8,93,Text,5,7.7,10.0,9.8,8.9,17,4.2
Behavioral Neuroscience - Lab,3,9,58,Audio,5,7.6,10.0,9.4,8.1,21,17.2
Mythology - Intro,3,7,59,Audio,1,9.0,10.0,10.0,9.3,14,7.3
Behavioral Neuroscience - Advanced,5,6,81,Text,5,8.3,10.0,9.7,8.7,13,13.5
Virtual Reality Ethics - Applications,9,9,114,Audio,9,7.2,7.7,8.8,7.3,20,32.1
Ethical Hacking - Theory,7,6,108,Video,7,7.7,10.0,10.0,8.9,21,5.4
Astrophysics - Applications,9,7,120,Video,7,7.1,10.0,10.0,8.8,13,13.4
Ethical Hacking - Theory,5,7,78,Audio,5,8.3,10.0,10.0,8.9,17,11.7
Alien Anthropology - Advanced,7,8,105,Practical,3,8.8,10.0,10.0,9.1,17,16.0
Artificial Consciousness - Advanced,7,6,100,Video,8,7.8,10.0,9.8,8.4,15,17.3
Neural Networks - Advanced,4,8,69,Practical,2,9.0,10.0,10.0,9.3,26,4.3
Immunology - Applications,8,6,111,Text,7,6.9,10.0,9.9,9.1,25,0.0
Ethical Hacking - Intro,6,6,90,Audio,5,8.8,10.0,10.0,8.9,25,10.3
Forensic Science - Applications,9,5,116,Text,8,6.9,10.0,10.0,8.5,27,15.2
Game Development - Intro,7,8,105,Video,7,6.7,10.0,10.0,9.5,16,4.5
Quantum Entanglement - Lab,4,6,62,Video,3,9.0,10.0,10.0,9.4,9,12.5
Holographic Computing - Lab,5,6,77,Video,6,8.1,10.0,10.0,9.0,15,13.5
Mythology - Lab,5,7,89,Text,5,7.0,10.0,10.0,8.9,22,8.5
Cellular Automata - Advanced,9,5,120,Practical,6,7.4,10.0,10.0,8.9,20,8.2
Ethical Hacking - Concepts,9,7,112,Practical,8,6.7,10.0,9.8,8.7,23,13.9
Mathematical Music Theory - Advanced,7,8,105,Text,9,6.5,10.0,10.0,9.2,12,2.6
Artificial Consciousness - Applications,9,8,118,Video,7,8.3,10.0,9.9,9.0,13,8.9
Internet of Things - Concepts,4,6,64,Text,5,7.9,10.0,10.0,9.0,7,10.0
Educational Psychology - Workshop,3,9,65,Practical,6,7.5,10.0,9.8,8.3,27,13.4
Game Development - Concepts,9,7,125,Video,7,7.9,10.0,10.0,8.6,20,12.8
Antimatter - Applications,8,8,117,Video,6,7.5,10.0,9.6,8.0,18,15.8
Mythology - Advanced,8,6,105,Audio,4,9.0,10.0,10.0,9.0,12,22.7
Relativity Theory - Applications,6,6,89,Text,7,7.5,10.0,10.0,9.2,10,16.5
Molecular Biology - Advanced,7,7,98,Text,5,8.5,10.0,10.0,9.3,26,5.5
Marine Biology - Workshop,3,6,55,Video,1,9.0,10.0,10.0,8.9,27,6.0
Lunar Architecture - Lab,6,5,92,Practical,5,7.6,10.0,9.7,8.5,11,0.2
Geospatial Analysis - Workshop,3,9,65,Practical,7,7.8,10.0,9.8,8.3,28,9.9
Synthetic Biology - Workshop,8,7,107,Practical,9,6.5,10.0,10.0,9.3,20,11.8
Neural Networks - Lab,4,7,70,Text,1,9.0,10.0,10.0,9.3,9,6.3
Agile Methodologies - Applications,9,7,120,Practical,8,6.2,10.0,10.0,8.7,21,14.3
Climate Modeling - Lab,7,6,105,Audio,7,7.1,10.0,9.5,8.8,26,14.8
Political Philosophy - Intro,3,6,60,Video,5,8.7,10.0,9.5,8.5,27,12.8
Agile Methodologies - Applications,3,7,60,Practical,4,8.7,10.0,10.0,8.5,24,20.7
Artificial Consciousness - Lab,3,7,64,Audio,8,6.9,10.0,10.0,8.7,18,15.5
Compiler Design - Concepts,8,5,110,Audio,9,6.9,10.0,9.1,8.0,26,19.1
Philosophy of Mind - Advanced,7,8,97,Audio,7,7.8,10.0,9.4,8.3,29,16.5
AI Narratives - Intro,4,5,64,Practical,3,9.0,10.0,10.0,9.6,22,9.6
Moral Philosophy - Lab,4,7,66,Practical,6,7.9,10.0,9.9,8.4,10,20.0
Philosophy of Mind - Theory,3,6,61,Text,5,8.5,10.0,10.0,9.5,30,0.0
Fictional Languages - Concepts,4,6,63,Practical,5,7.9,10.0,10.0,9.2,7,14.3
Remote Sensing - Applications,6,7,91,Practical,6,7.0,10.0,9.3,8.5,15,16.5
Antimatter - Workshop,4,8,62,Video,9,6.3,10.0,10.0,9.0,11,7.9
Relativity Theory - Intro,3,9,55,Text,9,6.6,10.0,9.5,8.7,24,8.6
Forensic Science - Advanced,6,9,93,Video,9,5.8,10.0,10.0,9.2,28,6.8
Philosophy of Mind - Applications,7,5,97,Practical,7,6.8,10.0,10.0,9.2,10,7.9
Astrophysics - Advanced,5,8,81,Audio,8,6.6,10.0,9.9,8.0,14,15.4
Molecular Biology - Advanced,8,9,109,Video,8,6.4,10.0,10.0,9.1,30,10.6
Behavioral Neuroscience - Workshop,4,8,77,Video,6,6.9,10.0,9.0,7.9,16,15.1
3D Animation - Theory,9,6,120,Practical,8,8.0,10.0,9.7,8.5,13,2.8
Logic Circuits - Concepts,6,6,84,Practical,8,7.6,10.0,10.0,9.0,9,10.3
Antimatter - Advanced,5,8,83,Text,7,7.3,10.0,10.0,9.4,16,8.7
Metallurgy - Intro,7,7,94,Video,8,7.2,10.0,10.0,8.7,22,17.4
Agile Methodologies - Advanced,5,9,84,Practical,6,7.5,10.0,10.0,9.0,26,15.9
Neural Networks - Advanced,7,9,103,Text,9,6.6,10.0,10.0,9.2,9,0.0
Synthetic Biology - Lab,3,6,61,Text,5,8.5,10.0,10.0,9.3,23,8.1
Forensic Science - Concepts,3,5,63,Audio,2,9.0,10.0,10.0,9.0,29,14.5
Internet of Things - Theory,8,9,115,Video,9,6.3,10.0,9.1,7.5,16,25.3
Pharmacology - Workshop,8,6,109,Text,9,7.4,10.0,10.0,9.1,30,8.7
Synthetic Biology - Concepts,7,6,100,Practical,3,8.8,10.0,10.0,9.5,17,7.4
Cognitive Robotics - Theory,5,8,81,Video,3,9.0,10.0,10.0,9.0,14,15.6
Logic Circuits - Concepts,8,8,106,Video,8,7.2,10.0,10.0,8.6,14,14.1
Antimatter - Concepts,4,8,67,Video,6,7.7,10.0,10.0,8.8,21,13.4
Syntax and Semantics - Concepts,5,5,80,Audio,3,8.5,10.0,10.0,9.2,23,4.5
Phonetics - Theory,8,9,109,Video,9,7.1,10.0,10.0,9.4,7,2.0
Zero-Gravity Engineering - Theory,5,5,81,Audio,4,7.7,10.0,10.0,8.4,16,8.4
Epidemiology - Workshop,9,5,117,Video,2,9.0,10.0,10.0,9.3,22,0.0
Astrophysics - Theory,4,8,62,Audio,6,6.9,10.0,9.9,9.3,11,9.8
Forensic Science - Advanced,5,6,87,Practical,3,8.3,10.0,10.0,9.0,17,9.3
Behavioral Economics - Applications,5,7,73,Practical,7,8.1,10.0,9.8,8.9,25,10.3
Nanorobotics - Applications,6,6,94,Practical,4,7.8,10.0,9.7,8.5,7,18.6
Computational Linguistics - Advanced,7,6,98,Text,7,7.1,10.0,9.9,8.5,17,24.2
Metallurgy - Workshop,3,6,60,Text,6,7.4,10.0,10.0,9.1,24,9.5
Neural Networks - Intro,8,6,113,Practical,6,7.3,10.0,9.4,8.9,14,5.0
Digital Marketing - Theory,9,5,117,Text,6,7.6,10.0,9.6,8.5,27,15.3
Bioinformatics - Applications,8,8,103,Text,10,6.6,10.0,9.7,8.6,20,18.3
Visual Perception - Workshop,8,8,115,Video,9,7.5,10.0,10.0,8.2,26,9.3
Compiler Design - Theory,7,6,103,Practical,6,8.2,10.0,9.6,8.9,8,16.9
Evolutionary Biology - Advanced,5,7,80,Practical,8,7.4,10.0,9.8,8.4,14,11.4
Astrophysics - Applications,4,9,74,Audio,6,7.6,10.0,9.6,8.1,28,26.1
Marine Biology - Lab,4,6,71,Practical,4,7.9,10.0,10.0,9.4,17,5.3
Alien Anthropology - Intro,3,6,59,Audio,2,9.0,10.0,10.0,9.2,14,3.3
Pharmacology - Concepts,3,7,58,Video,6,7.9,10.0,10.0,8.9,7,13.8
Evolutionary Biology - Theory,3,5,49,Text,1,9.0,10.0,9.6,8.7,21,9.6
Lunar Architecture - Advanced,4,6,71,Video,7,7.2,10.0,9.4,8.3,25,5.3
Biomechanics - Theory,5,7,74,Practical,4,8.4,10.0,10.0,8.9,23,9.6
Visual Perception - Theory,3,5,62,Video,4,8.4,10.0,10.0,8.9,26,19.3
Lunar Architecture - Workshop,3,5,58,Video,4,8.0,10.0,9.9,8.9,27,7.1
Mathematical Music Theory - Concepts,9,6,111,Practical,8,7.7,10.0,9.7,8.6,21,5.4
Bioinformatics - Intro,4,5,69,Text,5,7.2,10.0,10.0,9.3,28,1.7
Extraterrestrial Agriculture - Workshop,8,6,107,Text,7,7.1,10.0,10.0,8.8,19,9.1
Geospatial Analysis - Concepts,5,6,86,Practical,4,7.9,10.0,10.0,8.8,12,19.5
Holographic Computing - Lab,3,8,49,Text,6,7.5,10.0,10.0,8.7,29,4.2
Digital Marketing - Lab,5,9,75,Audio,9,6.5,10.0,10.0,9.0,28,8.4
Dream Analysis - Applications,6,9,84,Video,6,7.4,10.0,9.1,8.6,9,7.4
Remote Sensing - Concepts,8,8,113,Audio,5,8.4,10.0,10.0,8.7,21,15.3
Interstellar Politics - Applications,8,6,111,Text,8,7.2,10.0,10.0,8.6,24,19.3
Political Philosophy - Workshop,3,7,63,Video,5,7.6,10.0,10.0,9.3,19,9.1
Game Development - Advanced,3,5,54,Text,6,8.0,10.0,10.0,9.4,21,6.8
Financial Markets - Intro,9,8,115,Text,9,7.0,10.0,9.5,8.7,30,7.1
Compiler Design - Concepts,4,8,70,Video,8,6.2,10.0,10.0,9.8,28,0.0
Urban Planning - Intro,8,8,118,Text,10,6.3,10.0,9.6,8.6,18,14.2
Phonetics - Theory,9,8,122,Video,7,7.7,10.0,10.0,8.8,22,19.0
Game Development - Workshop,6,9,85,Text,7,7.6,10.0,9.8,8.9,18,4.8
Cognitive Robotics - Workshop,6,6,91,Audio,8,7.4,10.0,9.4,8.5,23,11.2
Compiler Design - Intro,6,8,92,Practical,7,7.0,10.0,9.7,8.5,19,16.3
Immunology - Applications,7,8,93,Video,6,7.9,10.0,10.0,9.1,15,15.4
Virtual Reality Ethics - Applications,4,8,68,Video,5,7.1,10.0,10.0,9.0,24,6.6
Relativity Theory - Lab,4,7,69,Video,4,8.2,10.0,10.0,8.6,16,25.1
Political Philosophy - Advanced,3,7,68,Practical,1,9.0,10.0,10.0,9.0,19,6.8
Evolutionary Biology - Theory,4,5,70,Practical,5,8.4,10.0,10.0,8.8,17,6.4
Epidemiology - Workshop,3,6,68,Audio,3,8.7,10.0,10.0,9.0,27,8.2
Behavioral Neuroscience - Applications,9,8,116,Text,5,7.7,10.0,9.9,8.8,24,7.8
Forensic Science - Intro,3,5,62,Audio,5,8.6,10.0,9.1,8.6,15,14.7
Financial Markets - Applications,7,5,93,Audio,3,8.6,10.0,10.0,9.8,25,6.1
Logic Circuits - Lab,9,6,123,Text,9,6.6,10.0,10.0,9.1,17,12.8
Virtual Reality Ethics - Lab,4,7,68,Text,6,8.4,10.0,9.5,8.2,24,21.9
Neural Networks - Concepts,4,6,68,Audio,5,8.0,10.0,9.6,8.5,14,13.2
Marine Biology - Concepts,7,5,103,Practical,3,8.8,10.0,9.9,9.0,24,10.5
Geospatial Analysis - Intro,7,6,104,Practical,2,8.2,10.0,9.8,8.7,20,5.3
Geospatial Analysis - Lab,9,7,121,Audio,6,7.5,10.0,9.2,8.3,25,11.8
Compiler Design - Advanced,9,5,129,Practical,1,9.0,10.0,10.0,8.8,7,16.9
Digital Humanities - Applications,4,6,70,Audio,1,9.0,10.0,10.0,9.2,12,7.0
Computational Linguistics - Applications,4,8,71,Video,7,7.3,10.0,10.0,9.2,24,7.7
UX Design - Intro,9,8,121,Practical,10,6.0,10.0,9.5,8.8,23,13.8
Evolutionary Biology - Workshop,3,6,63,Video,4,8.7,10.0,10.0,9.3,20,0.0
Climate Modeling - Concepts,5,6,80,Video,5,7.8,10.0,9.9,9.0,26,11.5
Ethical Hacking - Intro,8,7,104,Practical,6,7.8,10.0,10.0,8.6,19,11.7
Evolutionary Biology - Lab,3,5,61,Practical,5,8.7,10.0,10.0,9.0,21,14.0
Neural Networks - Theory,6,6,82,Practical,2,9.0,10.0,10.0,9.0,14,9.5
Quantum Theology - Workshop,6,5,94,Text,5,7.6,10.0,10.0,8.6,25,9.1
Speech Recognition - Theory,5,8,85,Video,10,6.3,10.0,10.0,9.3,14,5.7
Epidemiology - Advanced,8,5,107,Video,6,8.0,10.0,9.4,8.6,28,7.9
Behavioral Neuroscience - Intro,7,9,97,Text,7,7.1,10.0,9.6,8.7,27,19.6
Forensic Science - Workshop,6,7,80,Video,9,7.3,10.0,10.0,8.9,23,12.9
Zero-Gravity Engineering - Lab,7,7,99,Video,10,6.8,10.0,10.0,8.4,15,21.5
Marine Biology - Lab,7,5,101,Text,9,7.1,10.0,10.0,8.4,24,20.4
Mathematical Music Theory - Concepts,3,7,61,Practical,4,8.2,10.0,9.9,8.9,15,7.2
Philosophy of Mind - Applications,7,5,101,Video,7,7.4,10.0,10.0,9.3,27,7.8
Artificial Consciousness - Workshop,5,5,78,Video,8,7.4,10.0,10.0,9.2,9,9.8
Lunar Architecture - Advanced,3,8,64,Video,4,8.4,10.0,10.0,9.2,22,11.5
Agile Methodologies - Applications,5,5,75,Practical,3,7.8,10.0,10.0,8.6,13,17.5
Financial Markets - Concepts,7,7,95,Video,7,8.1,10.0,10.0,8.7,23,10.7
Ethical Hacking - Intro,6,9,83,Video,5,8.1,10.0,10.0,8.9,27,14.1
Relativity Theory - Applications,8,6,106,Text,4,8.3,10.0,10.0,9.4,27,7.7
Quantum Theology - Workshop,7,7,94,Audio,5,8.6,10.0,10.0,8.8,20,7.6
Internet of Things - Theory,5,9,68,Video,5,8.0,10.0,10.0,9.7,17,0.0
Remote Sensing - Theory,4,7,66,Audio,3,8.1,10.0,9.9,9.2,20,11.1
Immunology - Intro,4,9,74,Video,6,7.5,10.0,9.6,8.7,13,12.6
Pharmacology - Advanced,6,7,91,Audio,7,8.0,10.0,10.0,8.7,30,12.5
Extraterrestrial Agriculture - Concepts,9,6,123,Audio,4,7.8,10.0,9.9,8.6,22,10.6
Quantum Theology - Intro,8,8,112,Video,8,6.2,10.0,9.7,8.8,30,17.3
Logic Circuits - Intro,5,8,78,Text,6,7.4,10.0,9.2,8.4,7,22.6
Quantum Entanglement - Advanced,6,6,88,Audio,3,8.8,10.0,10.0,8.9,26,8.0
Biomechanics - Intro,3,7,56,Practical,5,8.6,10.0,10.0,9.2,28,12.1
Epidemiology - Theory,7,9,101,Text,8,7.2,10.0,10.0,9.0,16,13.2
Blockchain Security - Applications,9,5,134,Text,7,7.2,10.0,10.0,9.1,17,6.4
Cellular Automata - Lab,3,7,53,Text,6,7.0,10.0,9.4,8.3,21,14.3
Alien Anthropology - Advanced,4,6,74,Text,6,7.4,10.0,10.0,9.3,24,10.5
Syntax and Semantics - Concepts,7,8,97,Practical,7,6.5,10.0,10.0,9.1,22,0.4
Geospatial Analysis - Lab,3,8,67,Audio,3,9.0,10.0,10.0,9.4,29,0.0
Compiler Design - Lab,4,7,71,Text,4,7.8,10.0,10.0,9.2,20,14.3
Phonetics - Advanced,8,9,107,Practical,8,6.7,10.0,9.6,8.4,27,16.2
Philosophy of Mind - Concepts,3,6,58,Text,7,6.8,10.0,10.0,9.0,11,12.2
Blockchain Security - Applications,7,6,103,Video,1,9.0,10.0,10.0,9.9,21,13.3
Neural Networks - Advanced,3,9,68,Video,6,7.8,10.0,10.0,9.0,18,11.1
Syntax and Semantics - Lab,9,9,124,Text,8,7.6,10.0,9.7,8.7,27,15.2
Cultural Studies - Workshop,9,7,117,Video,8,7.1,10.0,10.0,8.6,27,13.0
Interstellar Politics - Intro,7,7,102,Text,4,7.9,10.0,10.0,8.9,22,8.8
Educational Psychology - Advanced,3,8,67,Practical,7,7.9,10.0,9.9,8.3,26,11.2
Molecular Biology - Applications,6,8,92,Text,6,7.9,10.0,10.0,8.7,17,16.0
Syntax and Semantics - Advanced,8,9,109,Text,7,7.4,10.0,10.0,9.3,30,7.6
Neural Networks - Theory,3,5,52,Audio,4,8.1,10.0,9.9,8.2,26,13.3
Philosophy of Mind - Lab,3,5,66,Practical,4,7.8,10.0,10.0,9.1,22,13.9
Geospatial Analysis - Applications,9,5,119,Video,7,7.7,10.0,9.4,8.5,14,12.5
Syntax and Semantics - Workshop,9,6,116,Video,6,7.7,10.0,9.8,9.2,29,8.6
Nanorobotics - Lab,6,7,93,Text,6,6.9,10.0,9.9,9.2,14,10.9
Educational Psychology - Theory,9,9,123,Text,9,6.7,10.0,8.9,8.7,8,14.2
Digital Archaeology - Theory,4,8,65,Video,9,7.3,10.0,10.0,8.8,10,11.2
Psychoacoustics - Workshop,7,5,96,Video,6,8.8,10.0,10.0,8.7,9,6.4
Ethical Hacking - Intro,5,8,82,Video,7,7.3,10.0,9.7,8.6,29,15.3
Mythology - Theory,4,7,76,Practical,7,7.8,10.0,10.0,9.0,15,15.0
Computational Linguistics - Intro,7,9,98,Text,8,6.9,10.0,10.0,9.2,22,2.4
Zero-Gravity Engineering - Applications,3,5,58,Audio,6,7.8,10.0,10.0,9.0,19,3.4
Epidemiology - Workshop,4,5,66,Video,1,9.0,10.0,10.0,9.0,19,17.5
UX Design - Theory,3,9,66,Text,6,8.4,10.0,10.0,8.7,12,8.1
Urban Planning - Intro,4,8,73,Audio,8,7.7,10.0,9.6,8.6,26,11.3
Pharmacology - Applications,4,7,64,Text,6,8.0,10.0,10.0,9.3,10,5.5
Digital Humanities - Lab,5,7,88,Text,2,8.5,10.0,9.9,8.8,25,16.2
UX Design - Advanced,6,7,107,Practical,7,7.7,10.0,10.0,9.1,28,1.9
Financial Markets - Theory,4,8,61,Practical,5,8.8,10.0,10.0,8.7,18,11.6
Moral Philosophy - Workshop,9,8,121,Audio,8,7.4,10.0,9.8,8.8,9,6.3
Remote Sensing - Workshop,3,5,52,Video,3,8.9,10.0,10.0,8.5,27,25.3
Geospatial Analysis - Lab,5,8,78,Video,8,7.2,10.0,10.0,8.9,11,8.0
Moral Philosophy - Advanced,4,6,62,Text,4,8.1,10.0,10.0,8.5,11,10.1
Cultural Studies - Lab,9,9,127,Video,10,6.8,10.0,10.0,9.0,17,6.4
Cultural Studies - Lab,6,8,88,Text,7,7.3,10.0,9.9,8.7,29,12.1
Philosophy of Mind - Concepts,3,7,65,Audio,3,7.8,10.0,10.0,9.0,20,10.8
AI Narratives - Workshop,5,8,80,Practical,10,7.2,10.0,10.0,9.2,27,11.6
Forensic Science - Advanced,7,5,108,Practical,4,8.6,10.0,9.2,8.5,23,11.0
Synthetic Biology - Concepts,8,9,103,Practical,7,6.4,10.0,9.4,8.3,13,13.2
Speech Recognition - Concepts,6,9,79,Text,8,5.9,10.0,10.0,8.8,13,1.7
Bioinformatics - Lab,9,7,117,Audio,5,7.9,10.0,10.0,9.2,9,2.6
Dream Analysis - Theory,7,9,98,Practical,8,7.4,10.0,10.0,9.2,12,4.9
Computational Linguistics - Applications,7,6,92,Practical,5,7.7,10.0,10.0,8.6,20,21.7
Photosynthesis - Intro,5,9,82,Text,10,6.1,10.0,10.0,8.6,27,14.4
Cellular Automata - Intro,5,7,81,Practical,5,7.9,10.0,10.0,8.8,23,10.3
Climate Modeling - Workshop,5,9,86,Audio,4,8.2,10.0,9.6,8.4,13,23.7
Moral Philosophy - Theory,9,8,125,Text,9,6.7,10.0,10.0,8.7,26,11.7
Geospatial Analysis - Intro,9,5,117,Video,7,6.8,10.0,10.0,8.6,8,9.8
Immunology - Advanced,7,8,94,Text,9,6.9,10.0,10.0,8.8,24,8.0
3D Animation - Theory,8,6,101,Audio,5,8.0,10.0,10.0,8.7,14,7.5
Relativity Theory - Workshop,3,6,59,Text,7,6.7,10.0,9.3,8.5,19,11.0
Phonetics - Intro,5,5,78,Video,5,8.2,10.0,10.0,9.2,25,8.3
Political Philosophy - Advanced,6,5,91,Practical,4,8.1,10.0,10.0,8.7,12,12.0
Lunar Architecture - Concepts,5,5,71,Practical,5,7.6,10.0,9.7,9.0,30,15.2
Virtual Reality Ethics - Lab,8,5,110,Video,7,7.5,10.0,9.6,8.2,29,19.7
Cognitive Robotics - Intro,5,9,82,Audio,7,7.2,10.0,10.0,9.3,25,11.9
Logic Circuits - Workshop,8,8,106,Audio,5,7.8,10.0,9.9,8.7,24,19.9
Internet of Things - Advanced,5,6,82,Practical,1,8.8,10.0,10.0,9.0,30,13.8
Creative Writing - Intro,7,9,98,Practical,5,8.1,10.0,10.0,9.2,13,3.7
Game Development - Intro,8,5,115,Practical,6,8.3,10.0,10.0,9.0,8,9.1
Logic Circuits - Intro,3,7,67,Text,5,8.0,10.0,10.0,9.0,27,15.7
Ethical Hacking - Theory,5,7,80,Video,1,8.9,10.0,10.0,8.9,11,18.4
Quantum Entanglement - Intro,7,8,104,Practical,8,7.5,10.0,9.0,8.3,16,18.1
Sustainable Agriculture - Lab,6,6,83,Practical,4,8.3,10.0,10.0,8.9,24,21.2
Climate Modeling - Concepts,3,6,57,Audio,2,8.2,10.0,10.0,8.8,14,9.9
Epidemiology - Advanced,7,8,101,Audio,6,7.8,10.0,10.0,8.6,17,16.0
Alien Anthropology - Advanced,8,5,107,Text,6,7.4,10.0,9.2,8.6,22,7.1
Digital Marketing - Theory,4,5,68,Video,4,8.7,10.0,9.7,8.5,8,15.8
Molecular Biology - Theory,6,6,85,Video,1,8.2,10.0,10.0,9.1,29,12.7
Behavioral Neuroscience - Workshop,6,6,98,Practical,8,7.0,10.0,10.0,8.6,28,20.7
Extraterrestrial Agriculture - Intro,4,6,65,Practical,6,8.3,10.0,10.0,9.1,29,0.0
3D Animation - Advanced,7,5,103,Text,6,7.5,10.0,9.4,8.4,15,8.8
Mythology - Theory,7,7,97,Video,3,8.5,10.0,9.6,8.3,27,14.7
Creative Writing - Applications,9,8,123,Text,6,7.3,10.0,10.0,9.2,29,0.0
Quantum Computing - Concepts,8,8,106,Text,7,7.3,10.0,10.0,9.4,20,7.0
Mathematical Music Theory - Intro,6,9,88,Text,9,6.1,10.0,9.7,9.6,26,12.7
Bioinformatics - Lab,9,9,122,Practical,10,5.9,10.0,9.9,8.9,26,9.5
UX Design - Theory,7,7,103,Practical,10,5.9,10.0,9.0,8.7,15,17.3
