subject_/topic,complexity_1-10,relevance_1-10,study_time_mins,learning_method,stress_level,sleep_hours,recall_score_1hr,recall_score_1day,recall_score_1week,days_since_learning,forgetfulness_probability_%,memory_strength,predicted_retention_%
Zero-Gravity Engineering - Theory,5,5,81,Audio,4,7.7,10.0,10.0,8.4,16,8.4,5.0,4.08
Epidemiology - Workshop,9,5,117,Video,2,9.0,10.0,10.0,9.3,22,0.0,5.0,1.23
Astrophysics - Theory,4,8,62,Audio,6,6.9,10.0,9.9,9.3,11,9.8,5.0,11.08
Forensic Science - Advanced,5,6,87,Practical,3,8.3,10.0,10.0,9.0,17,9.3,5.0,3.34
Behavioral Economics - Applications,5,7,73,Practical,7,8.1,10.0,9.8,8.9,25,10.3,5.0,0.67
Nanorobotics - Applications,6,6,94,Practical,4,7.8,10.0,9.7,8.5,7,18.6,5.0,24.66
Computational Linguistics - Advanced,7,6,98,Text,7,7.1,10.0,9.9,8.5,17,24.2,5.0,3.34
Metallurgy - Workshop,3,6,60,Text,6,7.4,10.0,10.0,9.1,24,9.5,5.0,0.82
Neural Networks - Intro,8,6,113,Practical,6,7.3,10.0,9.4,8.9,14,5.0,5.0,6.08
Digital Marketing - Theory,9,5,117,Text,6,7.6,10.0,9.6,8.5,27,15.3,5.0,0.45
Bioinformatics - Applications,8,8,103,Text,10,6.6,10.0,9.7,8.6,20,18.3,5.0,1.83
Visual Perception - Workshop,8,8,115,Video,9,7.5,10.0,10.0,8.2,26,9.3,5.0,0.55
Compiler Design - Theory,7,6,103,Practical,6,8.2,10.0,9.6,8.9,8,16.9,5.0,20.19
Evolutionary Biology - Advanced,5,7,80,Practical,8,7.4,10.0,9.8,8.4,14,11.4,5.0,6.08
Astrophysics - Applications,4,9,74,Audio,6,7.6,10.0,9.6,8.1,28,26.1,5.0,0.37
Marine Biology - Lab,4,6,71,Practical,4,7.9,10.0,10.0,9.4,17,5.3,5.0,3.34
Alien Anthropology - Intro,3,6,59,Audio,2,9.0,10.0,10.0,9.2,14,3.3,5.0,6.08
Pharmacology - Concepts,3,7,58,Video,6,7.9,10.0,10.0,8.9,7,13.8,5.0,24.66
Evolutionary Biology - Theory,3,5,49,Text,1,9.0,10.0,9.6,8.7,21,9.6,5.0,1.5
Lunar Architecture - Advanced,4,6,71,Video,7,7.2,10.0,9.4,8.3,25,5.3,5.0,0.67
Biomechanics - Theory,5,7,74,Practical,4,8.4,10.0,10.0,8.9,23,9.6,5.0,1.01
Visual Perception - Theory,3,5,62,Video,4,8.4,10.0,10.0,8.9,26,19.3,5.0,0.55
Lunar Architecture - Workshop,3,5,58,Video,4,8.0,10.0,9.9,8.9,27,7.1,5.0,0.45
Mathematical Music Theory - Concepts,9,6,111,Practical,8,7.7,10.0,9.7,8.6,21,5.4,5.0,1.5
Bioinformatics - Intro,4,5,69,Text,5,7.2,10.0,10.0,9.3,28,1.7,5.0,0.37
Extraterrestrial Agriculture - Workshop,8,6,107,Text,7,7.1,10.0,10.0,8.8,19,9.1,5.0,2.24
Geospatial Analysis - Concepts,5,6,86,Practical,4,7.9,10.0,10.0,8.8,12,19.5,5.0,9.07
Holographic Computing - Lab,3,8,49,Text,6,7.5,10.0,10.0,8.7,29,4.2,5.0,0.3
Digital Marketing - Lab,5,9,75,Audio,9,6.5,10.0,10.0,9.0,28,8.4,5.0,0.37
Dream Analysis - Applications,6,9,84,Video,6,7.4,10.0,9.1,8.6,9,7.4,5.0,16.53
Remote Sensing - Concepts,8,8,113,Audio,5,8.4,10.0,10.0,8.7,21,15.3,5.0,1.5
Interstellar Politics - Applications,8,6,111,Text,8,7.2,10.0,10.0,8.6,24,19.3,5.0,0.82
Political Philosophy - Workshop,3,7,63,Video,5,7.6,10.0,10.0,9.3,19,9.1,5.0,2.24
Game Development - Advanced,3,5,54,Text,6,8.0,10.0,10.0,9.4,21,6.8,5.0,1.5
Financial Markets - Intro,9,8,115,Text,9,7.0,10.0,9.5,8.7,30,7.1,5.0,0.25
Compiler Design - Concepts,4,8,70,Video,8,6.2,10.0,10.0,9.8,28,0.0,5.0,0.37
Urban Planning - Intro,8,8,118,Text,10,6.3,10.0,9.6,8.6,18,14.2,5.0,2.73
Phonetics - Theory,9,8,122,Video,7,7.7,10.0,10.0,8.8,22,19.0,5.0,1.23
Game Development - Workshop,6,9,85,Text,7,7.6,10.0,9.8,8.9,18,4.8,5.0,2.73
Cognitive Robotics - Workshop,6,6,91,Audio,8,7.4,10.0,9.4,8.5,23,11.2,5.0,1.01
Compiler Design - Intro,6,8,92,Practical,7,7.0,10.0,9.7,8.5,19,16.3,5.0,2.24
Immunology - Applications,7,8,93,Video,6,7.9,10.0,10.0,9.1,15,15.4,5.0,4.98
Virtual Reality Ethics - Applications,4,8,68,Video,5,7.1,10.0,10.0,9.0,24,6.6,5.0,0.82
Relativity Theory - Lab,4,7,69,Video,4,8.2,10.0,10.0,8.6,16,25.1,5.0,4.08
Political Philosophy - Advanced,3,7,68,Practical,1,9.0,10.0,10.0,9.0,19,6.8,5.0,2.24
Evolutionary Biology - Theory,4,5,70,Practical,5,8.4,10.0,10.0,8.8,17,6.4,5.0,3.34
Epidemiology - Workshop,3,6,68,Audio,3,8.7,10.0,10.0,9.0,27,8.2,5.0,0.45
Behavioral Neuroscience - Applications,9,8,116,Text,5,7.7,10.0,9.9,8.8,24,7.8,5.0,0.82
Forensic Science - Intro,3,5,62,Audio,5,8.6,10.0,9.1,8.6,15,14.7,5.0,4.98
Financial Markets - Applications,7,5,93,Audio,3,8.6,10.0,10.0,9.8,25,6.1,5.0,0.67
Logic Circuits - Lab,9,6,123,Text,9,6.6,10.0,10.0,9.1,17,12.8,5.0,3.34
Virtual Reality Ethics - Lab,4,7,68,Text,6,8.4,10.0,9.5,8.2,24,21.9,5.0,0.82
Neural Networks - Concepts,4,6,68,Audio,5,8.0,10.0,9.6,8.5,14,13.2,5.0,6.08
Marine Biology - Concepts,7,5,103,Practical,3,8.8,10.0,9.9,9.0,24,10.5,5.0,0.82
Geospatial Analysis - Intro,7,6,104,Practical,2,8.2,10.0,9.8,8.7,20,5.3,5.0,1.83
Geospatial Analysis - Lab,9,7,121,Audio,6,7.5,10.0,9.2,8.3,25,11.8,5.0,0.67
Compiler Design - Advanced,9,5,129,Practical,1,9.0,10.0,10.0,8.8,7,16.9,5.0,24.66
Digital Humanities - Applications,4,6,70,Audio,1,9.0,10.0,10.0,9.2,12,7.0,5.0,9.07
Computational Linguistics - Applications,4,8,71,Video,7,7.3,10.0,10.0,9.2,24,7.7,5.0,0.82
UX Design - Intro,9,8,121,Practical,10,6.0,10.0,9.5,8.8,23,13.8,5.0,1.01
Evolutionary Biology - Workshop,3,6,63,Video,4,8.7,10.0,10.0,9.3,20,0.0,5.0,1.83
Climate Modeling - Concepts,5,6,80,Video,5,7.8,10.0,9.9,9.0,26,11.5,5.0,0.55
Ethical Hacking - Intro,8,7,104,Practical,6,7.8,10.0,10.0,8.6,19,11.7,5.0,2.24
Evolutionary Biology - Lab,3,5,61,Practical,5,8.7,10.0,10.0,9.0,21,14.0,5.0,1.5
Neural Networks - Theory,6,6,82,Practical,2,9.0,10.0,10.0,9.0,14,9.5,5.0,6.08
Quantum Theology - Workshop,6,5,94,Text,5,7.6,10.0,10.0,8.6,25,9.1,5.0,0.67
Speech Recognition - Theory,5,8,85,Video,10,6.3,10.0,10.0,9.3,14,5.7,5.0,6.08
Epidemiology - Advanced,8,5,107,Video,6,8.0,10.0,9.4,8.6,28,7.9,5.0,0.37
Behavioral Neuroscience - Intro,7,9,97,Text,7,7.1,10.0,9.6,8.7,27,19.6,5.0,0.45
Forensic Science - Workshop,6,7,80,Video,9,7.3,10.0,10.0,8.9,23,12.9,5.0,1.01
Zero-Gravity Engineering - Lab,7,7,99,Video,10,6.8,10.0,10.0,8.4,15,21.5,5.0,4.98
Marine Biology - Lab,7,5,101,Text,9,7.1,10.0,10.0,8.4,24,20.4,5.0,0.82
Mathematical Music Theory - Concepts,3,7,61,Practical,4,8.2,10.0,9.9,8.9,15,7.2,5.0,4.98
Philosophy of Mind - Applications,7,5,101,Video,7,7.4,10.0,10.0,9.3,27,7.8,5.0,0.45
Artificial Consciousness - Workshop,5,5,78,Video,8,7.4,10.0,10.0,9.2,9,9.8,5.0,16.53
Lunar Architecture - Advanced,3,8,64,Video,4,8.4,10.0,10.0,9.2,22,11.5,5.0,1.23
Agile Methodologies - Applications,5,5,75,Practical,3,7.8,10.0,10.0,8.6,13,17.5,5.0,7.43
Financial Markets - Concepts,7,7,95,Video,7,8.1,10.0,10.0,8.7,23,10.7,5.0,1.01
Ethical Hacking - Intro,6,9,83,Video,5,8.1,10.0,10.0,8.9,27,14.1,5.0,0.45
Relativity Theory - Applications,8,6,106,Text,4,8.3,10.0,10.0,9.4,27,7.7,5.0,0.45
Quantum Theology - Workshop,7,7,94,Audio,5,8.6,10.0,10.0,8.8,20,7.6,5.0,1.83
Internet of Things - Theory,5,9,68,Video,5,8.0,10.0,10.0,9.7,17,0.0,5.0,3.34
Remote Sensing - Theory,4,7,66,Audio,3,8.1,10.0,9.9,9.2,20,11.1,5.0,1.83
Immunology - Intro,4,9,74,Video,6,7.5,10.0,9.6,8.7,13,12.6,5.0,7.43
Pharmacology - Advanced,6,7,91,Audio,7,8.0,10.0,10.0,8.7,30,12.5,5.0,0.25
Extraterrestrial Agriculture - Concepts,9,6,123,Audio,4,7.8,10.0,9.9,8.6,22,10.6,5.0,1.23
Quantum Theology - Intro,8,8,112,Video,8,6.2,10.0,9.7,8.8,30,17.3,5.0,0.25
Logic Circuits - Intro,5,8,78,Text,6,7.4,10.0,9.2,8.4,7,22.6,5.0,24.66
Quantum Entanglement - Advanced,6,6,88,Audio,3,8.8,10.0,10.0,8.9,26,8.0,5.0,0.55
Biomechanics - Intro,3,7,56,Practical,5,8.6,10.0,10.0,9.2,28,12.1,5.0,0.37
Epidemiology - Theory,7,9,101,Text,8,7.2,10.0,10.0,9.0,16,13.2,5.0,4.08
Blockchain Security - Applications,9,5,134,Text,7,7.2,10.0,10.0,9.1,17,6.4,5.0,3.34
Cellular Automata - Lab,3,7,53,Text,6,7.0,10.0,9.4,8.3,21,14.3,5.0,1.5
Alien Anthropology - Advanced,4,6,74,Text,6,7.4,10.0,10.0,9.3,24,10.5,5.0,0.82
Syntax and Semantics - Concepts,7,8,97,Practical,7,6.5,10.0,10.0,9.1,22,0.4,5.0,1.23
Geospatial Analysis - Lab,3,8,67,Audio,3,9.0,10.0,10.0,9.4,29,0.0,5.0,0.3
Compiler Design - Lab,4,7,71,Text,4,7.8,10.0,10.0,9.2,20,14.3,5.0,1.83
Phonetics - Advanced,8,9,107,Practical,8,6.7,10.0,9.6,8.4,27,16.2,5.0,0.45
Philosophy of Mind - Concepts,3,6,58,Text,7,6.8,10.0,10.0,9.0,11,12.2,5.0,11.08
Blockchain Security - Applications,7,6,103,Video,1,9.0,10.0,10.0,9.9,21,13.3,5.0,1.5
Neural Networks - Advanced,3,9,68,Video,6,7.8,10.0,10.0,9.0,18,11.1,5.0,2.73
Syntax and Semantics - Lab,9,9,124,Text,8,7.6,10.0,9.7,8.7,27,15.2,5.0,0.45
Cultural Studies - Workshop,9,7,117,Video,8,7.1,10.0,10.0,8.6,27,13.0,5.0,0.45
Interstellar Politics - Intro,7,7,102,Text,4,7.9,10.0,10.0,8.9,22,8.8,5.0,1.23
Educational Psychology - Advanced,3,8,67,Practical,7,7.9,10.0,9.9,8.3,26,11.2,5.0,0.55
Molecular Biology - Applications,6,8,92,Text,6,7.9,10.0,10.0,8.7,17,16.0,5.0,3.34
Syntax and Semantics - Advanced,8,9,109,Text,7,7.4,10.0,10.0,9.3,30,7.6,5.0,0.25
Neural Networks - Theory,3,5,52,Audio,4,8.1,10.0,9.9,8.2,26,13.3,5.0,0.55
Philosophy of Mind - Lab,3,5,66,Practical,4,7.8,10.0,10.0,9.1,22,13.9,5.0,1.23
Geospatial Analysis - Applications,9,5,119,Video,7,7.7,10.0,9.4,8.5,14,12.5,5.0,6.08
Syntax and Semantics - Workshop,9,6,116,Video,6,7.7,10.0,9.8,9.2,29,8.6,5.0,0.3
Nanorobotics - Lab,6,7,93,Text,6,6.9,10.0,9.9,9.2,14,10.9,5.0,6.08
Educational Psychology - Theory,9,9,123,Text,9,6.7,10.0,8.9,8.7,8,14.2,5.0,20.19
Digital Archaeology - Theory,4,8,65,Video,9,7.3,10.0,10.0,8.8,10,11.2,5.0,13.53
Psychoacoustics - Workshop,7,5,96,Video,6,8.8,10.0,10.0,8.7,9,6.4,5.0,16.53
Ethical Hacking - Intro,5,8,82,Video,7,7.3,10.0,9.7,8.6,29,15.3,5.0,0.3
Mythology - Theory,4,7,76,Practical,7,7.8,10.0,10.0,9.0,15,15.0,5.0,4.98
Computational Linguistics - Intro,7,9,98,Text,8,6.9,10.0,10.0,9.2,22,2.4,5.0,1.23
Zero-Gravity Engineering - Applications,3,5,58,Audio,6,7.8,10.0,10.0,9.0,19,3.4,5.0,2.24
Epidemiology - Workshop,4,5,66,Video,1,9.0,10.0,10.0,9.0,19,17.5,5.0,2.24
UX Design - Theory,3,9,66,Text,6,8.4,10.0,10.0,8.7,12,8.1,5.0,9.07
Urban Planning - Intro,4,8,73,Audio,8,7.7,10.0,9.6,8.6,26,11.3,5.0,0.55
Pharmacology - Applications,4,7,64,Text,6,8.0,10.0,10.0,9.3,10,5.5,5.0,13.53
Digital Humanities - Lab,5,7,88,Text,2,8.5,10.0,9.9,8.8,25,16.2,5.0,0.67
UX Design - Advanced,6,7,107,Practical,7,7.7,10.0,10.0,9.1,28,1.9,5.0,0.37
Financial Markets - Theory,4,8,61,Practical,5,8.8,10.0,10.0,8.7,18,11.6,5.0,2.73
Moral Philosophy - Workshop,9,8,121,Audio,8,7.4,10.0,9.8,8.8,9,6.3,5.0,16.53
Remote Sensing - Workshop,3,5,52,Video,3,8.9,10.0,10.0,8.5,27,25.3,5.0,0.45
Geospatial Analysis - Lab,5,8,78,Video,8,7.2,10.0,10.0,8.9,11,8.0,5.0,11.08
Moral Philosophy - Advanced,4,6,62,Text,4,8.1,10.0,10.0,8.5,11,10.1,5.0,11.08
Cultural Studies - Lab,9,9,127,Video,10,6.8,10.0,10.0,9.0,17,6.4,5.0,3.34
Cultural Studies - Lab,6,8,88,Text,7,7.3,10.0,9.9,8.7,29,12.1,5.0,0.3
Philosophy of Mind - Concepts,3,7,65,Audio,3,7.8,10.0,10.0,9.0,20,10.8,5.0,1.83
AI Narratives - Workshop,5,8,80,Practical,10,7.2,10.0,10.0,9.2,27,11.6,5.0,0.45
Forensic Science - Advanced,7,5,108,Practical,4,8.6,10.0,9.2,8.5,23,11.0,5.0,1.01
Synthetic Biology - Concepts,8,9,103,Practical,7,6.4,10.0,9.4,8.3,13,13.2,5.0,7.43
Speech Recognition - Concepts,6,9,79,Text,8,5.9,10.0,10.0,8.8,13,1.7,5.0,7.43
Bioinformatics - Lab,9,7,117,Audio,5,7.9,10.0,10.0,9.2,9,2.6,5.0,16.53
Dream Analysis - Theory,7,9,98,Practical,8,7.4,10.0,10.0,9.2,12,4.9,5.0,9.07
Computational Linguistics - Applications,7,6,92,Practical,5,7.7,10.0,10.0,8.6,20,21.7,5.0,1.83
Photosynthesis - Intro,5,9,82,Text,10,6.1,10.0,10.0,8.6,27,14.4,5.0,0.45
Cellular Automata - Intro,5,7,81,Practical,5,7.9,10.0,10.0,8.8,23,10.3,5.0,1.01
Climate Modeling - Workshop,5,9,86,Audio,4,8.2,10.0,9.6,8.4,13,23.7,5.0,7.43
Moral Philosophy - Theory,9,8,125,Text,9,6.7,10.0,10.0,8.7,26,11.7,5.0,0.55
Geospatial Analysis - Intro,9,5,117,Video,7,6.8,10.0,10.0,8.6,8,9.8,5.0,20.19
Immunology - Advanced,7,8,94,Text,9,6.9,10.0,10.0,8.8,24,8.0,5.0,0.82
3D Animation - Theory,8,6,101,Audio,5,8.0,10.0,10.0,8.7,14,7.5,5.0,6.08
Relativity Theory - Workshop,3,6,59,Text,7,6.7,10.0,9.3,8.5,19,11.0,5.0,2.24
Phonetics - Intro,5,5,78,Video,5,8.2,10.0,10.0,9.2,25,8.3,5.0,0.67
Political Philosophy - Advanced,6,5,91,Practical,4,8.1,10.0,10.0,8.7,12,12.0,5.0,9.07
Lunar Architecture - Concepts,5,5,71,Practical,5,7.6,10.0,9.7,9.0,30,15.2,5.0,0.25
Virtual Reality Ethics - Lab,8,5,110,Video,7,7.5,10.0,9.6,8.2,29,19.7,5.0,0.3
Cognitive Robotics - Intro,5,9,82,Audio,7,7.2,10.0,10.0,9.3,25,11.9,5.0,0.67
Logic Circuits - Workshop,8,8,106,Audio,5,7.8,10.0,9.9,8.7,24,19.9,5.0,0.82
Internet of Things - Advanced,5,6,82,Practical,1,8.8,10.0,10.0,9.0,30,13.8,5.0,0.25
Creative Writing - Intro,7,9,98,Practical,5,8.1,10.0,10.0,9.2,13,3.7,5.0,7.43
Game Development - Intro,8,5,115,Practical,6,8.3,10.0,10.0,9.0,8,9.1,5.0,20.19
Logic Circuits - Intro,3,7,67,Text,5,8.0,10.0,10.0,9.0,27,15.7,5.0,0.45
Ethical Hacking - Theory,5,7,80,Video,1,8.9,10.0,10.0,8.9,11,18.4,5.0,11.08
Quantum Entanglement - Intro,7,8,104,Practical,8,7.5,10.0,9.0,8.3,16,18.1,5.0,4.08
Sustainable Agriculture - Lab,6,6,83,Practical,4,8.3,10.0,10.0,8.9,24,21.2,5.0,0.82
Climate Modeling - Concepts,3,6,57,Audio,2,8.2,10.0,10.0,8.8,14,9.9,5.0,6.08
Epidemiology - Advanced,7,8,101,Audio,6,7.8,10.0,10.0,8.6,17,16.0,5.0,3.34
Alien Anthropology - Advanced,8,5,107,Text,6,7.4,10.0,9.2,8.6,22,7.1,5.0,1.23
Digital Marketing - Theory,4,5,68,Video,4,8.7,10.0,9.7,8.5,8,15.8,5.0,20.19
Molecular Biology - Theory,6,6,85,Video,1,8.2,10.0,10.0,9.1,29,12.7,5.0,0.3
Behavioral Neuroscience - Workshop,6,6,98,Practical,8,7.0,10.0,10.0,8.6,28,20.7,5.0,0.37
Extraterrestrial Agriculture - Intro,4,6,65,Practical,6,8.3,10.0,10.0,9.1,29,0.0,5.0,0.3
3D Animation - Advanced,7,5,103,Text,6,7.5,10.0,9.4,8.4,15,8.8,5.0,4.98
Mythology - Theory,7,7,97,Video,3,8.5,10.0,9.6,8.3,27,14.7,5.0,0.45
Creative Writing - Applications,9,8,123,Text,6,7.3,10.0,10.0,9.2,29,0.0,5.0,0.3
Quantum Computing - Concepts,8,8,106,Text,7,7.3,10.0,10.0,9.4,20,7.0,5.0,1.83
Mathematical Music Theory - Intro,6,9,88,Text,9,6.1,10.0,9.7,9.6,26,12.7,5.0,0.55
Bioinformatics - Lab,9,9,122,Practical,10,5.9,10.0,9.9,8.9,26,9.5,5.0,0.55
UX Design - Theory,7,7,103,Practical,10,5.9,10.0,9.0,8.7,15,17.3,5.0,4.98
Behavioral Economics - Workshop,4,6,74,Video,5,8.7,10.0,10.0,9.5,13,5.1,5.0,7.43
Holographic Computing - Workshop,9,7,120,Video,6,7.0,10.0,10.0,9.1,30,4.8,5.0,0.25
3D Animation - Concepts,7,9,105,Practical,9,6.4,10.0,10.0,8.8,15,6.2,5.0,4.98
Ancient Civilizations - Theory,6,9,91,Audio,5,7.2,10.0,10.0,9.1,17,12.4,5.0,3.34
Metallurgy - Lab,7,8,99,Audio,8,7.9,10.0,10.0,9.4,13,9.4,5.0,7.43
Phonetics - Applications,3,7,64,Practical,9,6.5,10.0,9.4,8.5,11,15.3,5.0,11.08
Compiler Design - Workshop,4,5,70,Video,3,7.9,10.0,10.0,9.7,10,4.1,5.0,13.53
UX Design - Workshop,4,9,71,Practical,5,7.6,10.0,10.0,8.9,17,20.3,5.0,3.34
Agile Methodologies - Advanced,5,8,75,Audio,3,8.1,10.0,10.0,8.4,10,23.7,5.0,13.53
Epidemiology - Workshop,7,6,96,Audio,6,8.2,10.0,10.0,8.6,29,7.5,5.0,0.3
Forensic Science - Intro,8,7,112,Text,4,8.2,10.0,10.0,9.3,23,0.0,5.0,1.01
Evolutionary Biology - Applications,4,9,65,Practical,4,7.7,10.0,10.0,9.4,23,9.4,5.0,1.01
Alien Anthropology - Intro,7,5,100,Text,3,9.0,10.0,10.0,9.4,14,0.0,5.0,6.08
UX Design - Applications,3,9,50,Practical,8,7.4,10.0,10.0,9.4,12,8.0,5.0,9.07
Computational Linguistics - Theory,9,5,129,Practical,6,7.3,10.0,10.0,9.3,23,12.2,5.0,1.01
Agile Methodologies - Lab,6,7,93,Practical,9,7.0,10.0,10.0,9.3,17,3.3,5.0,3.34
Sustainable Agriculture - Workshop,6,5,87,Audio,5,7.2,10.0,9.8,8.6,27,13.8,5.0,0.45
Digital Marketing - Advanced,5,5,87,Audio,4,7.4,10.0,9.7,8.4,18,19.2,5.0,2.73
Quantum Entanglement - Concepts,5,8,75,Practical,7,6.8,10.0,9.4,8.7,14,10.7,5.0,6.08
Behavioral Economics - Applications,8,7,107,Practical,8,7.5,10.0,10.0,9.5,7,9.6,5.0,24.66
Extraterrestrial Agriculture - Advanced,4,9,72,Practical,8,7.8,10.0,9.7,8.5,14,13.8,5.0,6.08
Mythology - Applications,8,6,114,Text,5,7.5,10.0,10.0,8.7,25,15.2,5.0,0.67
Immunology - Workshop,4,7,67,Video,5,8.0,10.0,10.0,8.6,25,6.4,5.0,0.67
Agile Methodologies - Applications,4,7,72,Practical,3,9.0,10.0,10.0,9.2,10,8.3,5.0,13.53
Synthetic Biology - Theory,3,6,61,Audio,4,8.7,10.0,10.0,9.3,30,9.6,5.0,0.25
Photosynthesis - Concepts,5,9,79,Text,1,8.9,10.0,10.0,8.7,14,9.7,5.0,6.08
Quantum Theology - Workshop,5,8,77,Video,4,8.8,10.0,10.0,8.5,24,11.5,5.0,0.82
Pharmacology - Workshop,6,9,94,Text,5,8.4,10.0,10.0,9.0,8,15.1,5.0,20.19
Nanorobotics - Intro,5,6,69,Practical,5,7.6,10.0,10.0,8.6,27,17.5,5.0,0.45
Metallurgy - Concepts,5,9,80,Audio,9,5.6,10.0,10.0,9.1,7,9.8,5.0,24.66
Moral Philosophy - Workshop,3,7,56,Video,1,8.8,10.0,9.8,8.9,14,13.9,5.0,6.08
Antimatter - Intro,8,8,109,Practical,9,6.7,10.0,10.0,8.6,15,5.8,5.0,4.98
Forensic Science - Theory,4,5,66,Practical,5,7.4,10.0,9.8,8.8,26,12.3,5.0,0.55
Computational Linguistics - Lab,8,9,103,Video,9,6.6,10.0,9.9,8.7,14,8.7,5.0,6.08
Urban Planning - Intro,9,5,116,Video,6,8.6,10.0,9.9,9.2,21,7.8,5.0,1.5
Visual Perception - Workshop,9,8,117,Video,9,7.0,10.0,9.9,9.0,20,2.5,5.0,1.83
Extraterrestrial Agriculture - Intro,3,5,58,Audio,3,8.0,10.0,10.0,9.5,8,7.9,5.0,20.19
Dream Analysis - Lab,7,9,99,Practical,6,7.1,10.0,10.0,9.0,17,4.5,5.0,3.34
Internet of Things - Workshop,6,6,93,Text,5,8.5,10.0,9.7,8.9,13,24.1,5.0,7.43
Educational Psychology - Intro,6,7,97,Video,6,7.6,10.0,10.0,8.9,27,10.6,5.0,0.45
Ancient Civilizations - Intro,6,7,90,Video,4,8.5,10.0,10.0,9.1,20,6.5,5.0,1.83
Educational Psychology - Workshop,8,5,104,Audio,1,9.0,10.0,9.6,8.0,16,19.1,5.0,4.08
Geospatial Analysis - Concepts,4,7,73,Practical,6,7.7,10.0,10.0,8.9,20,2.4,5.0,1.83
Fictional Languages - Intro,4,7,71,Text,3,9.0,10.0,10.0,9.0,25,9.4,5.0,0.67
Remote Sensing - Advanced,4,6,65,Audio,1,9.0,10.0,10.0,9.2,25,12.5,5.0,0.67
Urban Planning - Theory,6,5,90,Practical,5,7.3,10.0,10.0,9.0,23,12.3,5.0,1.01
Urban Planning - Theory,6,6,93,Text,5,8.1,10.0,10.0,8.8,7,9.4,5.0,24.66
Immunology - Applications,8,6,105,Audio,4,8.3,10.0,10.0,9.5,17,12.0,5.0,3.34
Political Philosophy - Theory,8,8,107,Text,6,7.9,10.0,9.9,8.6,30,10.9,5.0,0.25
Compiler Design - Intro,9,5,120,Video,8,6.9,10.0,10.0,8.7,16,11.0,5.0,4.08
Forensic Science - Applications,6,6,88,Text,2,8.7,10.0,10.0,8.9,22,6.6,5.0,1.23
Mythology - Workshop,7,9,92,Audio,6,8.3,10.0,10.0,8.7,11,6.3,5.0,11.08
Agile Methodologies - Workshop,7,7,111,Video,7,7.9,10.0,9.8,9.0,14,14.8,5.0,6.08
Evolutionary Biology - Lab,9,5,116,Video,3,8.5,10.0,10.0,9.5,10,1.4,5.0,13.53
Digital Marketing - Intro,8,8,106,Video,10,6.7,10.0,10.0,8.9,13,11.9,5.0,7.43
Logic Circuits - Intro,6,6,88,Audio,7,7.6,10.0,10.0,9.5,16,2.2,5.0,4.08
Digital Archaeology - Theory,4,9,69,Practical,9,6.8,10.0,9.2,8.6,17,19.8,5.0,3.34
Immunology - Intro,4,7,71,Video,5,7.3,10.0,9.3,8.6,27,18.7,5.0,0.45
Molecular Biology - Applications,7,7,94,Video,10,5.3,10.0,9.5,8.5,10,7.6,5.0,13.53
Digital Marketing - Lab,7,9,106,Video,8,7.4,10.0,10.0,9.1,21,10.3,5.0,1.5
Digital Humanities - Concepts,6,5,82,Video,4,8.1,10.0,9.6,8.9,17,11.2,5.0,3.34
Psychoacoustics - Intro,6,7,87,Video,4,9.0,10.0,9.8,8.2,19,22.7,5.0,2.24
Internet of Things - Lab,4,7,73,Text,6,7.0,10.0,9.9,8.6,27,15.2,5.0,0.45
Phonetics - Intro,8,7,113,Video,6,7.9,10.0,9.7,8.7,10,18.3,5.0,13.53
Molecular Biology - Intro,5,6,66,Video,4,7.7,10.0,10.0,8.7,22,16.9,5.0,1.23
Fictional Languages - Concepts,8,6,109,Practical,7,7.5,10.0,10.0,9.0,25,12.4,5.0,0.67
Cultural Studies - Workshop,9,7,120,Video,10,6.2,10.0,9.4,7.9,14,25.6,5.0,6.08
Cellular Automata - Concepts,4,8,71,Text,8,6.1,10.0,10.0,8.2,28,15.8,5.0,0.37
Mythology - Theory,8,7,106,Video,9,7.2,10.0,9.9,8.7,23,11.4,5.0,1.01
Digital Humanities - Theory,4,5,68,Practical,4,8.5,10.0,10.0,9.6,16,11.4,5.0,4.08
Marine Biology - Workshop,6,8,92,Video,7,7.6,10.0,9.6,8.5,28,20.4,5.0,0.37
Climate Modeling - Advanced,5,5,83,Practical,7,8.0,10.0,10.0,9.0,30,13.9,5.0,0.25
AI Narratives - Workshop,5,9,72,Video,8,7.5,10.0,10.0,8.9,22,13.4,5.0,1.23
Forensic Science - Advanced,9,9,122,Audio,3,8.4,10.0,10.0,8.7,10,4.3,5.0,13.53
Photosynthesis - Lab,6,6,91,Text,10,7.5,10.0,9.3,8.5,24,17.3,5.0,0.82
Digital Humanities - Lab,3,6,64,Text,4,8.6,10.0,10.0,9.0,26,9.0,5.0,0.55
Fictional Languages - Applications,6,6,85,Audio,6,7.2,10.0,10.0,9.0,13,15.6,5.0,7.43
Zero-Gravity Engineering - Advanced,7,9,102,Video,8,7.0,10.0,9.8,8.9,16,9.4,5.0,4.08
Marine Biology - Theory,8,5,100,Video,6,7.4,10.0,9.2,8.0,19,5.9,5.0,2.24
Metallurgy - Applications,5,8,78,Video,6,8.6,10.0,9.9,9.2,22,10.7,5.0,1.23
Interstellar Politics - Workshop,9,6,118,Practical,4,8.8,10.0,10.0,8.9,29,9.6,5.0,0.3
Geospatial Analysis - Advanced,6,9,90,Text,4,8.4,10.0,10.0,8.7,20,12.0,5.0,1.83
